deptID,deptName
9514,User125
5302,User3744
5463,User4985
2225,User4254
4697,User3364
1500,User476
4424,User4102
2285,User4499
6768,User1070
2738,User3084
6168,User2353
2080,User2562
8864,User1576
7337,User2642
5558,User4054
7937,User1849
9769,User404
4230,User2453
7373,User3135
4049,User3745
9100,User1695
8356,User1176
5673,User2704
2380,User1858
6795,User2946
3485,User491
9743,User2791
2011,User2427
5994,User2581
1644,User231
9529,User2694
2923,User1289
5568,User4524
2315,User3576
9138,User607
5620,User4569
4692,User3019
9936,User2928
7403,User1578
1990,User3826
7965,User4276
8663,User3506
9764,User452
3244,User1664
5707,User1697
3450,User1811
2649,User148
6781,User2245
2735,User464
1788,User3966
3824,User1199
8860,User2808
6290,User931
2879,User179
9197,User4601
4604,User3633
4614,User369
3536,User2870
1602,User750
9947,User1117
8197,User2852
1918,User4917
4586,User3768
4499,User1270
6761,User3648
7999,User1109
8073,User4177
7890,User3074
3790,User345
4748,User688
9362,User361
3801,User279
4575,User4470
8866,User2248
6102,User372
9101,User3207
9398,User51
1385,User3083
2601,User4604
6942,User816
3516,User452
6143,User3230
9633,User1474
7784,User4801
5986,User2243
5105,User690
7751,User969
6443,User4577
3376,User187
3138,User287
7781,User607
2697,User1194
4480,User1768
3630,User2784
2380,User4509
9402,User3614
4160,User185
4166,User3922
5855,User3993
3364,User4446
6203,User4887
6669,User1276
6968,User2715
6687,User105
1430,User4765
5140,User1562
8085,User3277
1078,User3597
3493,User1186
1634,User3991
9896,User1896
3486,User48
9519,User723
9498,User1931
9007,User3785
7473,User3227
6326,User633
9337,User1684
3207,User365
5857,User3665
5439,User2212
8269,User4330
2213,User3885
3695,User1263
9012,User3194
1723,User3766
5935,User3021
3189,User2762
9268,User1016
2064,User2355
6751,User4421
3657,User4002
7615,User1956
5648,User2685
7903,User1615
8944,User1497
5317,User3345
6852,User666
8867,User3533
2994,User3543
8114,User3449
5498,User4220
7671,User1316
5136,User790
5864,User4557
5029,User1472
5284,User1208
2800,User4666
3536,User4130
1969,User3814
7044,User949
7084,User3617
5063,User125
6974,User2472
4160,User35
8646,User1743
7602,User333
3271,User3709
8216,User2090
8918,User4658
9496,User3149
6220,User197
8013,User407
5890,User2598
7965,User2824
5565,User1117
9639,User1630
5040,User4625
3675,User3383
5925,User1802
5464,User948
7354,User1915
6826,User3
2536,User272
1170,User3498
9473,User4509
7203,User3422
9047,User4441
6772,User4287
2577,User9
9595,User685
1247,User889
8904,User4727
2792,User2923
4899,User413
1942,User2644
1759,User1821
6068,User2937
1162,User767
1290,User2481
8871,User1395
5624,User4649
5469,User2970
6468,User4152
8658,User612
1710,User931
5542,User4535
5156,User1976
1113,User22
9341,User3249
3340,User1625
4473,User173
7928,User1374
6544,User2331
7974,User2214
2106,User3086
5512,User4466
6256,User1713
4873,User291
2967,User3815
4215,User3013
6974,User1432
2490,User55
4931,User4410
3486,User3401
6661,User3096
7437,User1355
9699,User1442
5774,User463
4128,User4408
9905,User1780
1660,User3823
1734,User668
7401,User4642
5468,User1089
5629,User4195
7178,User3554
7348,User4022
5933,User4439
8665,User2800
2253,User160
2342,User2327
8550,User1234
4144,User1262
2405,User3350
7875,User545
4731,User2259
2930,User163
6528,User55
6710,User4186
6175,User1819
4636,User2071
1681,User3182
7834,User4713
6825,User232
3957,User4209
5642,User1759
9309,User3056
5959,User4707
2039,User1028
8895,User758
4214,User2035
4035,User3973
8759,User2649
3990,User2330
3498,User1273
3056,User4889
9469,User3103
5739,User4426
1025,User4467
8199,User35
1755,User3817
8011,User936
5023,User4639
4929,User413
9271,User4950
9710,User3681
4696,User527
2574,User867
5229,User2500
4728,User40
2695,User1355
4155,User1795
9192,User717
5615,User1821
6279,User1032
4204,User4857
2937,User3297
2209,User1715
5793,User1398
9268,User52
5905,User2585
4333,User3671
2059,User3610
7851,User4557
2709,User3736
3443,User4729
5812,User1747
4327,User2775
8524,User1478
7690,User4451
8752,User1903
6004,User2517
3318,User2186
9994,User207
5897,User4649
6027,User4689
9927,User4770
1681,User4004
6003,User2187
5595,User3292
7648,User1289
4728,User1334
9304,User4771
7860,User3425
9556,User238
5950,User360
6008,User2000
7676,User2063
3224,User1246
5963,User1663
9244,User3632
7691,User2958
1575,User2411
6249,User164
1546,User4944
9751,User4601
3863,User2523
7343,User4359
5180,User2378
6634,User2146
2591,User2484
4824,User4932
2087,User1820
6243,User55
7427,User4072
3742,User2232
8799,User3683
8771,User3535
3378,User828
3065,User1001
5476,User1660
5426,User3581
8989,User3690
3289,User1521
3802,User4393
5266,User2274
3785,User1831
5159,User455
3513,User3231
5218,User1882
2027,User1228
2719,User760
2225,User189
7808,User4309
4397,User916
8296,User1009
9917,User3545
9652,User3975
3384,User1923
6393,User2622
3320,User719
4507,User1172
6365,User3851
4686,User4479
6082,User408
9111,User2845
3309,User1877
8343,User3522
4293,User766
7487,User2921
7744,User1127
1478,User291
1141,User3343
5528,User1809
3394,User4366
3261,User3533
3259,User920
7015,User356
6614,User4705
2012,User3483
3572,User4253
2901,User4105
8178,User4816
1463,User3047
6170,User3142
4308,User2475
3045,User2860
1418,User2113
8588,User2990
1911,User4382
5183,User470
2173,User2517
6311,User164
4126,User1632
5160,User1146
9312,User418
2284,User3958
6728,User2009
8858,User2029
9078,User4589
2186,User1412
6929,User590
2960,User131
7114,User4576
9133,User1481
8749,User1793
1026,User2579
7866,User1236
5006,User2388
2415,User1126
2301,User4473
2280,User3208
3144,User11
2174,User3277
7361,User2385
6880,User2900
1524,User2709
2991,User2789
4527,User4373
6025,User1609
2598,User439
3593,User1639
4370,User524
8340,User2248
6732,User3078
1567,User539
6548,User2306
8329,User3584
9461,User3834
6240,User423
7241,User1950
4326,User4371
4911,User2221
9335,User2133
5476,User1325
6049,User3868
9106,User4565
3990,User1911
1011,User1315
5431,User694
5011,User2171
2056,User4032
4271,User2043
4487,User2975
7103,User3404
8685,User1393
4416,User1455
6151,User3980
4842,User2222
2254,User3060
4124,User4569
3700,User1905
5749,User4476
7981,User2833
5268,User4301
1340,User2456
4026,User700
1066,User2599
5189,User2632
3888,User4218
7436,User2164
5825,User2373
7422,User4907
3493,User1244
8485,User2705
6891,User463
7493,User3499
2522,User3978
6823,User4853
6741,User2950
2096,User1512
2074,User1699
4173,User553
7080,User2467
2869,User237
3477,User2567
9857,User2609
7005,User4950
3053,User4683
9031,User1138
8712,User3022
7406,User2300
1523,User1695
8151,User3254
4664,User76
3500,User2521
3929,User296
5249,User1205
5185,User3937
8615,User1763
1679,User2083
1794,User1639
9329,User1547
6319,User13
5895,User2306
9030,User1252
5775,User3633
5870,User2515
4158,User586
4370,User2703
9284,User1293
8230,User605
7560,User3157
6815,User641
6482,User3330
5673,User4638
3401,User1186
8690,User4630
2918,User4351
8164,User1653
6707,User1795
9866,User2432
4652,User4367
3991,User2108
3040,User2269
7203,User3532
8096,User51
2870,User3804
3547,User2604
5216,User2852
6125,User3540
2771,User3079
3244,User1971
7477,User3978
8279,User521
1026,User2478
1720,User1417
8098,User3144
5913,User1263
7110,User465
3521,User4888
9826,User4724
9908,User1724
6119,User1232
9809,User599
1556,User40
7119,User3419
9451,User641
5709,User2792
4977,User4021
7404,User1515
1927,User3792
8798,User4092
5135,User1634
9018,User4680
8760,User1774
6582,User3283
5755,User4349
1811,User3878
8648,User4466
3162,User151
9622,User2337
9291,User1262
5268,User2186
2125,User2655
3171,User2970
1270,User4314
6022,User4515
2330,User1753
8812,User4520
5023,User1497
3083,User2257
8382,User4895
2873,User4377
9676,User2891
6131,User1232
4558,User2953
5171,User4243
7567,User2163
3840,User1818
6293,User2709
4270,User25
8246,User507
2592,User427
1873,User4786
1578,User974
6066,User3217
7177,User2746
8357,User3913
5798,User169
3946,User2318
3430,User4426
9546,User1867
7582,User2799
2071,User4191
5625,User287
5750,User4350
7986,User2834
2258,User4581
4393,User2030
6465,User2029
4484,User3447
5827,User1399
4969,User4732
1353,User1386
8152,User4629
2149,User2437
7296,User2106
9474,User476
9177,User1051
9101,User4988
3235,User2444
8382,User4978
5245,User1806
2042,User4564
4026,User1678
1308,User4313
2802,User308
8154,User170
4127,User4577
6853,User3275
8320,User3999
4958,User516
1565,User1832
9075,User2197
9684,User1435
6927,User4352
9458,User1811
8432,User1708
6664,User4046
9804,User4201
5051,User1047
6956,User1874
5173,User3206
7248,User1485
7391,User3257
3218,User4875
6210,User4200
3856,User3195
4348,User1489
5368,User4192
3738,User1821
9622,User2611
6712,User3229
2540,User96
7976,User4203
4470,User4577
4873,User1016
2437,User3729
4870,User3569
3864,User4878
9195,User2193
3885,User246
4201,User1454
7503,User4936
8560,User3487
4017,User2744
7832,User1113
5870,User869
1633,User3726
2951,User3077
7834,User2947
6995,User1000
2824,User3753
7639,User1057
8441,User4443
3019,User2036
4022,User3822
5338,User4609
3081,User4563
5552,User4652
1295,User2395
9194,User1005
3822,User4826
2330,User4960
7795,User896
9542,User400
7369,User1658
7822,User3864
3226,User599
4598,User4415
8686,User2568
8890,User636
4529,User712
8768,User4669
3026,User4569
8663,User3858
4205,User4616
3898,User2405
7263,User3002
4938,User4193
6831,User1696
5991,User3849
8731,User3830
2750,User2163
5285,User125
9316,User3071
1690,User46
2753,User4443
4896,User315
9016,User370
6623,User4603
2635,User617
1863,User582
6090,User2901
6502,User477
6415,User2590
5065,User3881
9238,User2872
4757,User2702
6520,User4607
2528,User3262
6018,User4625
3490,User1864
2176,User2659
8713,User4320
7891,User3529
3471,User4639
6146,User2300
7491,User2235
2843,User1716
3462,User1223
6006,User4483
5085,User418
5860,User1319
4175,User3667
6764,User2466
5760,User2192
4177,User4681
9159,User4316
6154,User1255
1605,User3813
2141,User276
7229,User2523
4581,User4519
5120,User3232
8336,User4803
5194,User801
6549,User4490
9534,User4441
8084,User2921
3833,User1325
1466,User3206
8148,User3751
7176,User4931
1861,User529
1390,User2995
9916,User3068
3065,User3224
5620,User4196
9989,User4892
1483,User1450
3544,User2475
3669,User2621
5145,User2246
5362,User2468
3461,User4631
5469,User3443
8701,User3016
3705,User3173
4123,User1777
7343,User4365
5459,User775
2944,User4158
6665,User3710
2063,User4173
5136,User2082
3338,User1912
6817,User2845
8372,User1568
5083,User616
1823,User1843
4456,User4507
4577,User2899
9010,User3577
3722,User3082
5731,User2235
3676,User4403
4021,User328
7523,User4760
2583,User1494
2004,User2503
5637,User4133
2556,User939
9390,User706
7826,User3151
8384,User4658
9314,User3187
3120,User4316
7434,User1412
1377,User4189
2513,User2922
7950,User3055
5432,User2322
2515,User2139
1213,User1643
4707,User604
6167,User171
1084,User1418
5294,User2224
9794,User3906
6164,User4483
9236,User3050
5528,User1690
3898,User1174
3413,User3635
8670,User4250
4268,User4290
8468,User845
5698,User2769
8875,User3963
6290,User548
4609,User612
2712,User73
6896,User4026
8125,User3137
8538,User4632
1809,User2305
6972,User2524
3120,User2853
1152,User3666
6288,User4460
6319,User4422
6088,User4516
3873,User1034
5331,User2486
5491,User3546
6417,User3880
2340,User2224
7291,User1187
9393,User4086
4617,User1028
7512,User2933
7890,User2165
9310,User891
5068,User1672
2886,User659
7933,User1607
9636,User3999
2207,User4637
2671,User3561
8628,User2399
9845,User3885
9542,User3597
3048,User4239
6322,User3942
6781,User3809
9273,User1460
9909,User4740
9819,User4309
4704,User4308
4041,User4086
2227,User3116
4220,User2899
7228,User3355
7556,User3911
3207,User3911
8772,User2975
1732,User4199
7210,User4003
9177,User3265
3227,User1756
5083,User2492
7084,User3095
8552,User38
2278,User2188
4514,User3059
2353,User939
9274,User3317
5721,User2167
4493,User4939
6315,User4535
7437,User4055
8490,User4289
5346,User572
8053,User2917
9234,User3067
4260,User1849
1871,User1489
3943,User2457
5454,User227
1382,User3212
2404,User3312
4157,User2084
7858,User1912
3741,User820
6392,User3098
6525,User1142
4893,User977
1546,User1164
4217,User4569
3017,User3792
7183,User3059
7827,User1946
8962,User1410
1565,User1499
1290,User4000
4105,User4210
4750,User4516
6261,User656
9784,User109
4686,User1182
6741,User4585
2684,User4338
1386,User2716
9404,User251
3954,User3945
7461,User1595
3670,User1706
4827,User40
6148,User4841
6213,User2244
2735,User4177
4883,User490
4021,User388
1419,User920
5691,User3529
6147,User1495
2740,User2609
1508,User432
3981,User1722
3636,User1296
9995,User1225
6784,User4306
6820,User201
4006,User3195
9681,User3276
2026,User2269
4441,User2338
4399,User3364
3530,User347
6877,User256
8291,User3430
3775,User2867
6861,User1749
2844,User4906
8075,User2216
7508,User3625
4066,User3380
3978,User5
9804,User4022
6265,User3181
8991,User4594
6657,User1426
6107,User685
3196,User3663
4322,User4466
5532,User1096
8172,User4324
4702,User1627
1791,User580
7832,User854
7899,User1735
3180,User1520
9448,User2410
1300,User4719
5406,User4103
9182,User4006
2242,User1346
5187,User3405
8158,User4315
4797,User1111
6060,User2033
9855,User4441
5794,User1313
2309,User3297
5921,User323
6025,User3072
9057,User2124
5170,User3686
8841,User3468
1261,User2925
8837,User3994
7316,User1563
6050,User1033
7435,User1521
9332,User3934
8992,User4197
4391,User1777
6063,User392
1431,User1745
8184,User2909
2102,User4610
3495,User3449
7631,User3404
1716,User3034
6452,User1285
1052,User2232
4759,User2623
8727,User1918
6595,User914
7934,User3924
3655,User3267
8902,User343
6208,User4595
2050,User2054
2210,User1406
6123,User471
6548,User1777
5956,User3265
8378,User550
4099,User1172
3961,User1107
6077,User2121
3716,User3892
7997,User2446
5373,User1451
3333,User4540
6585,User2114
4613,User3528
2274,User2266
4971,User1424
9765,User4729
7924,User1443
6912,User488
9975,User4766
3400,User682
8602,User2981
6929,User2218
3012,User2598
6506,User4076
5543,User300
4826,User2333
8919,User4853
3125,User277
3508,User3335
8233,User4342
5127,User3602
1895,User4534
2451,User3012
2819,User4119
9728,User364
6908,User883
3220,User2793
8594,User3857
3617,User353
1297,User4043
1752,User1612
4683,User2512
5042,User1729
1403,User1580
7658,User1277
4935,User2859
2168,User2085
6058,User2832
3093,User373
1983,User4027
8344,User4593
7986,User1975
5647,User914
3903,User4520
3000,User703
8429,User2776
3360,User2640
9500,User1419
4034,User1227
8242,User1835
6577,User754
1763,User4646
7950,User740
4838,User403
3480,User4898
9498,User651
1143,User2005
4790,User2307
1703,User107
9051,User4397
4576,User3083
5605,User3256
7121,User2133
9253,User594
1478,User1298
2735,User1119
9200,User2771
1260,User98
7391,User2410
4217,User2145
3256,User4706
9830,User4991
5819,User797
1795,User117
3274,User1182
5986,User3998
6709,User2369
7566,User4597
8465,User4387
2068,User4699
6121,User4278
2216,User2237
9395,User947
6862,User2468
7373,User4988
3740,User2019
6668,User3089
3124,User1891
4167,User974
5744,User2234
2991,User3757
2125,User2239
2457,User3004
4453,User292
9319,User2055
6624,User4591
8383,User820
1107,User2334
1731,User3067
1796,User3187
2608,User2382
8604,User696
1180,User178
5924,User413
9900,User2356
7073,User2220
8884,User1949
9222,User2619
5246,User3207
7859,User3632
4646,User2461
4677,User3490
4760,User4773
8458,User249
8716,User3957
9935,User823
1461,User1678
6229,User667
2572,User2610
1868,User594
7070,User4522
8139,User798
2942,User2140
4831,User3037
7423,User342
8537,User114
4408,User1009
9744,User1465
9675,User4651
9562,User2573
8736,User3879
1589,User4681
1014,User2591
9461,User1705
9818,User3424
1873,User1482
9017,User2067
6943,User2193
2313,User4120
2850,User1990
6499,User3821
3836,User878
2445,User3211
9389,User160
5911,User4225
4836,User2329
8367,User3128
6926,User1935
4517,User2133
7086,User1898
8005,User99
5256,User4748
9702,User3651
6720,User4988
1270,User3465
5081,User2897
1498,User2074
8527,User3395
1388,User3050
8997,User1839
9702,User1257
2676,User1077
2376,User3578
9764,User4213
9550,User2218
1554,User3559
4436,User1143
3141,User4820
7776,User116
8071,User3694
4009,User2186
4550,User3663
7599,User3528
7897,User4126
1228,User953
7579,User4955
6461,User2083
7615,User3704
3621,User1603
4234,User232
4115,User3458
6874,User4658
1683,User2359
4518,User1903
1100,User4620
3922,User1041
6643,User691
8419,User1057
4479,User4295
2174,User4815
5204,User2653
6894,User1750
4051,User4855
9046,User4592
4680,User1129
6182,User536
7857,User1072
4262,User1238
1572,User3040
8194,User3763
7308,User4793
7496,User712
1754,User1673
2862,User1718
2421,User1482
2325,User4226
6543,User393
7042,User2180
4361,User1640
7411,User2416
1168,User239
1703,User3216
1413,User1202
8932,User3839
5514,User4876
9169,User223
3862,User228
7572,User2957
1987,User4363
5150,User4796
5596,User2467
9352,User3503
5806,User3317
8644,User1354
4679,User1792
3522,User4056
6863,User4178
6291,User1512
4142,User3149
5464,User2967
1657,User2111
9262,User737
4142,User1841
7657,User4632
7479,User4942
3631,User97
9402,User1325
5096,User2298
4111,User4340
5714,User1988
1100,User1074
3308,User1803
5213,User1792
5312,User15
5380,User1057
4586,User3063
4428,User4699
9108,User242
3971,User2704
4308,User2929
4315,User1026
8906,User2415
1382,User3806
4330,User1232
4548,User3164
7370,User4929
4276,User3447
7753,User3926
3996,User3473
5863,User3746
1030,User2783
2829,User809
3722,User4158
5714,User1719
2062,User3269
7329,User3360
7172,User4042
9515,User4715
2780,User1475
9855,User4574
2618,User1730
1843,User4127
4137,User4415
7995,User1291
7751,User1813
4198,User455
2817,User4186
9199,User1656
5161,User1658
3916,User2924
9642,User1171
5731,User701
7051,User4535
5252,User1014
1819,User1086
3898,User818
5412,User3123
6547,User89
2893,User822
2249,User219
5059,User1615
9602,User729
3521,User3150
8710,User659
1863,User1370
5670,User3232
2278,User1520
9616,User1055
7835,User1403
3005,User2970
9386,User4193
8220,User1608
2089,User3688
4027,User2245
4438,User4051
2975,User4142
7911,User4501
2339,User2743
9960,User2647
2129,User571
2655,User1755
3758,User4310
7948,User2707
5123,User2379
8714,User396
8824,User2549
1054,User2716
7155,User1360
1404,User3552
9614,User4238
2638,User4708
3897,User1011
2273,User2631
3059,User3146
8603,User3458
6220,User4468
9886,User1871
2883,User3054
9205,User255
3822,User1546
6294,User2240
6013,User1686
7768,User2331
3892,User1368
6203,User3961
8441,User1173
2460,User2796
7968,User4167
7233,User2403
8435,User111
8965,User3952
5297,User2114
5770,User373
9384,User4791
5659,User177
2789,User1261
2468,User2604
4908,User915
3530,User1490
1926,User639
5362,User3359
6957,User1562
1293,User2779
2364,User29
5959,User4318
8541,User4854
9219,User1898
6290,User3418
7588,User3762
6902,User3318
4306,User1894
5622,User566
4856,User672
5637,User2927
4068,User2581
5074,User182
3578,User2278
7606,User3241
3181,User4119
4365,User3466
8979,User4575
4249,User1197
4771,User1695
1813,User3714
1830,User489
3255,User1125
7232,User2287
8739,User4649
8266,User1563
8980,User3835
2590,User2896
5218,User2956
7821,User3325
1685,User239
4242,User3531
9830,User327
8513,User686
1095,User3189
6230,User3222
7035,User3366
7899,User4672
8419,User2633
8924,User699
8079,User1647
2577,User2418
7708,User1881
9812,User4770
3998,User2303
8577,User4279
5590,User4230
2596,User3745
1348,User4216
6710,User1420
6061,User2175
7126,User4673
3175,User4209
6849,User1210
8466,User4217
5434,User3699
2538,User2061
6526,User728
6963,User394
8746,User2608
8533,User2691
9256,User219
1195,User1548
7166,User3336
4834,User3053
7288,User4719
6088,User3575
3040,User4325
4988,User4341
3456,User1746
3561,User2012
3916,User288
3604,User617
2601,User1663
2234,User293
1256,User4396
9506,User4858
6151,User797
6019,User2109
2974,User4323
3252,User2432
1330,User2441
2072,User952
4146,User606
4898,User4851
9474,User2254
5953,User3878
7101,User4100
9960,User2730
6948,User976
8998,User2885
6001,User1286
5968,User1234
2781,User4329
1877,User3483
6507,User4868
7600,User951
1648,User2404
4135,User1968
9709,User487
5016,User111
4202,User2987
4730,User4050
6999,User4056
7142,User262
3682,User4916
6566,User2044
6800,User2050
2827,User2755
7815,User3422
5704,User2069
3144,User3323
8427,User865
4329,User3467
7072,User2807
6512,User1009
1902,User2460
9152,User1904
5039,User725
5755,User3849
5411,User3299
5553,User541
6499,User4383
9472,User3480
4968,User113
1765,User3085
8877,User2726
4930,User999
1701,User2412
8165,User2519
5552,User4926
3208,User2344
7286,User2938
2916,User2114
5706,User783
7267,User277
4381,User2525
8976,User945
8814,User1103
2822,User3288
3621,User2120
1797,User4715
5011,User3008
7586,User1772
5719,User3534
2275,User209
9695,User3682
3720,User891
7758,User3552
1517,User2747
6057,User4678
7925,User3950
2753,User4687
2563,User4310
2370,User3971
3100,User3060
9390,User2189
5437,User1711
1140,User4511
4060,User1889
6028,User3957
4739,User295
5419,User2523
2905,User2096
7612,User12
2091,User3593
8414,User4503
9467,User278
3869,User2393
4453,User3143
8064,User1754
3199,User878
4535,User1379
2798,User4173
7210,User2500
7601,User91
3408,User2925
9307,User3717
2767,User4901
5161,User508
5609,User4523
3107,User3535
2728,User4457
4850,User3374
6144,User3420
2114,User4900
1072,User1064
5964,User3128
5584,User2611
6374,User2077
2811,User3167
4681,User2867
5787,User483
4649,User3049
3970,User2241
3449,User537
3715,User2086
8618,User4999
3998,User1125
7343,User1189
8758,User3242
9554,User3233
2749,User1050
1329,User3984
2263,User807
8271,User907
4671,User3297
8678,User663
5673,User2267
1004,User4217
6036,User4636
6022,User3395
1351,User4308
4556,User3874
1003,User4802
3874,User3114
7533,User2827
3689,User3682
7474,User939
3317,User1335
8831,User4016
5207,User4159
3874,User2142
3934,User3970
2375,User3062
6819,User1891
9355,User820
5885,User465
3594,User4968
6929,User3105
4270,User352
6533,User1152
3512,User1185
8631,User774
7429,User1311
9447,User288
7119,User17
1426,User1913
4915,User3279
1116,User2430
4428,User1396
4870,User3643
9459,User332
6630,User3100
5180,User2288
2667,User4753
4298,User2742
4240,User3595
4762,User3138
3536,User4231
3739,User3265
4184,User2537
6263,User680
4186,User3887
8726,User3548
3327,User1479
2621,User3174
8049,User932
5421,User1555
4861,User3876
7622,User4678
1265,User1634
1333,User4355
1478,User3735
5391,User1134
2223,User1702
9043,User2178
1075,User380
1831,User3441
1426,User107
1102,User1853
1105,User1459
1000,User1421
6012,User3860
1033,User1840
2494,User2301
1916,User41
1833,User2664
7215,User1821
5032,User2217
5791,User3367
8572,User663
4047,User3790
3576,User4003
1601,User1727
6016,User1912
2178,User4874
4679,User4339
6021,User1349
9002,User3187
4356,User840
7193,User3309
9984,User3263
7185,User4926
9776,User3350
8652,User4735
5604,User812
2580,User1063
6285,User2098
9670,User3671
6160,User4920
8966,User4172
7591,User3560
4501,User3546
8962,User2379
4088,User2800
5752,User4996
7609,User3765
4488,User3497
7994,User4365
4757,User3071
8755,User1632
6539,User2086
2597,User1131
8788,User4096
9281,User3573
2739,User1270
1502,User2051
9360,User4824
6508,User2248
9213,User4622
7748,User3060
6992,User3135
8803,User2946
4932,User4444
2612,User2507
8010,User4394
6266,User4612
6077,User1109
9101,User2422
6043,User3146
7850,User1897
6518,User4749
3959,User4137
5868,User1828
3538,User4486
7584,User1332
7615,User3015
7963,User1228
1444,User3168
2978,User4202
3589,User2826
8704,User3437
9443,User755
8128,User5000
4976,User3166
8090,User1753
4416,User1774
4574,User2642
1417,User699
3624,User689
9392,User106
8335,User2336
5429,User1547
1026,User2753
9776,User1813
7655,User4326
3702,User4358
7185,User4866
3293,User1582
1589,User1289
3112,User4324
3765,User4341
8454,User2641
8500,User250
6887,User331
5495,User4104
9690,User371
4079,User22
9817,User1115
6690,User1691
8607,User1068
3321,User4913
2899,User826
5671,User3820
9596,User1657
6962,User4634
7088,User3839
7343,User160
9897,User739
9596,User2032
2625,User4516
8396,User3081
6686,User4034
1738,User2152
7459,User4481
4676,User2121
8410,User4576
8121,User3247
6318,User3953
9956,User1591
1867,User1956
3932,User4198
9322,User3839
6855,User2504
3439,User4336
1715,User4483
3871,User4149
2261,User293
1468,User142
1745,User2592
9379,User1563
8683,User1896
8600,User4069
8622,User4216
2195,User4821
5600,User4000
8532,User2426
3733,User1410
7530,User74
1611,User3826
1701,User1892
8089,User3919
4175,User2274
8904,User2697
5472,User2123
1956,User1773
7603,User193
5892,User1570
3849,User1100
8345,User4665
3940,User1972
1247,User96
5907,User4744
6428,User4647
2662,User4199
8228,User2419
8431,User786
5782,User1047
6804,User3322
1244,User4217
7542,User4619
4405,User1549
5989,User2478
8406,User4328
5921,User4999
2192,User327
6507,User4291
9384,User1954
1732,User2468
7776,User731
5986,User3006
9113,User3648
3583,User4342
1050,User2190
2309,User16
1627,User2067
3357,User957
8162,User4331
1255,User1434
1014,User2039
9077,User4081
3360,User779
3166,User3567
8803,User549
8612,User2841
5136,User2578
3587,User2723
6393,User1115
9620,User929
8838,User1629
2621,User303
1683,User4126
4946,User3785
7568,User1843
3294,User3998
5856,User3043
5771,User1096
5263,User4013
4107,User511
2523,User1905
3022,User3787
7112,User376
8808,User2267
7091,User1004
9048,User3517
2374,User2006
3976,User3832
1893,User897
6256,User2018
2241,User1651
5020,User701
4595,User2440
2252,User1979
3551,User1554
6810,User212
3217,User2249
4209,User3001
8740,User2175
5603,User4216
9455,User3915
7703,User1477
7976,User4313
7486,User1229
3421,User2189
7484,User4196
4397,User461
