empID,name,age,deptID
138,User138,65,d10
139,User139,21,d30
140,User140,55,d10
141,User141,50,d40
142,User142,21,d20
143,User143,29,d10
144,User144,56,d10
145,User145,61,d10
146,User146,43,d20
147,User147,54,d10
148,User148,55,d20
149,User149,57,d10
150,User150,44,d10
151,User151,34,d30
152,User152,60,d20
153,User153,33,d30
154,User154,43,d30
155,User155,60,d20
156,User156,47,d30
157,User157,22,d30
158,User158,47,d10
159,User159,22,d10
160,User160,50,d20
161,User161,26,d30
162,User162,22,d30
163,User163,41,d20
164,User164,28,d30
165,User165,52,d40
166,User166,57,d30
167,User167,60,d10
168,User168,60,d30
169,User169,26,d10
170,User170,25,d30
171,User171,65,d10
172,User172,35,d20
173,User173,56,d30
174,User174,63,d20
175,User175,31,d30
176,User176,50,d30
177,User177,34,d40
178,User178,23,d10
179,User179,35,d40
180,User180,18,d10
181,User181,26,d30
182,User182,28,d30
183,User183,53,d40
184,User184,53,d40
185,User185,25,d10
186,User186,62,d10
187,User187,52,d20
188,User188,41,d10
189,User189,45,d20
190,User190,20,d20
191,User191,41,d30
192,User192,40,d10
193,User193,61,d20
194,User194,60,d20
195,User195,40,d10
196,User196,57,d40
197,User197,33,d20
198,User198,29,d20
199,User199,19,d40
200,User200,65,d20
201,User201,44,d30
202,User202,35,d20
203,User203,62,d20
204,User204,42,d10
205,User205,48,d10
206,User206,30,d20
207,User207,40,d40
208,User208,32,d30
209,User209,19,d20
210,User210,43,d20
211,User211,35,d30
212,User212,35,d10
213,User213,59,d30
214,User214,61,d40
215,User215,19,d30
216,User216,34,d10
217,User217,55,d20
218,User218,20,d30
219,User219,56,d10
220,User220,40,d40
221,User221,45,d30
222,User222,42,d10
223,User223,34,d20
224,User224,63,d10
225,User225,18,d40
226,User226,41,d20
227,User227,22,d40
228,User228,57,d30
229,User229,60,d30
230,User230,64,d10
231,User231,50,d30
232,User232,60,d30
233,User233,38,d40
234,User234,62,d40
235,User235,53,d30
236,User236,30,d20
237,User237,60,d40
238,User238,61,d40
239,User239,57,d20
240,User240,43,d30
241,User241,37,d10
242,User242,31,d30
243,User243,55,d40
244,User244,47,d30
245,User245,46,d40
246,User246,50,d20
247,User247,65,d40
248,User248,60,d20
249,User249,36,d10
250,User250,23,d30
251,User251,61,d20
252,User252,32,d30
253,User253,27,d20
254,User254,20,d10
255,User255,48,d20
256,User256,47,d10
257,User257,58,d40
258,User258,63,d20
259,User259,49,d40
260,User260,33,d40
261,User261,59,d20
262,User262,24,d10
263,User263,32,d40
264,User264,62,d20
265,User265,21,d40
266,User266,25,d20
267,User267,26,d40
268,User268,60,d40
269,User269,46,d30
270,User270,53,d40
271,User271,28,d40
272,User272,46,d40
273,User273,33,d30
274,User274,51,d30
275,User275,58,d40
276,User276,35,d20
277,User277,22,d40
278,User278,33,d30
279,User279,39,d30
280,User280,52,d30
281,User281,26,d10
282,User282,32,d20
283,User283,62,d40
284,User284,63,d20
285,User285,22,d20
286,User286,44,d40
287,User287,52,d30
288,User288,44,d40
289,User289,31,d10
290,User290,42,d40
291,User291,54,d10
292,User292,48,d40
293,User293,40,d10
294,User294,42,d30
295,User295,52,d40
296,User296,49,d20
297,User297,35,d20
298,User298,49,d40
299,User299,42,d10
300,User300,60,d30
301,User301,64,d40
302,User302,47,d20
303,User303,57,d20
304,User304,43,d10
305,User305,23,d10
306,User306,26,d40
307,User307,29,d40
308,User308,34,d10
309,User309,38,d40
310,User310,47,d20
311,User311,39,d30
312,User312,35,d40
313,User313,34,d40
314,User314,48,d10
315,User315,65,d10
316,User316,40,d10
317,User317,59,d20
318,User318,59,d10
319,User319,19,d10
320,User320,30,d20
321,User321,57,d10
322,User322,33,d20
323,User323,48,d20
324,User324,54,d10
325,User325,47,d20
326,User326,41,d30
327,User327,56,d20
328,User328,28,d10
329,User329,24,d30
330,User330,37,d10
331,User331,43,d40
332,User332,22,d20
333,User333,24,d20
334,User334,61,d30
335,User335,54,d10
336,User336,40,d10
337,User337,60,d40
338,User338,22,d30
339,User339,18,d30
340,User340,49,d40
341,User341,45,d10
342,User342,58,d30
343,User343,63,d40
344,User344,45,d20
345,User345,64,d20
346,User346,57,d30
347,User347,47,d40
348,User348,64,d40
349,User349,38,d30
350,User350,23,d20
351,User351,46,d30
352,User352,47,d20
353,User353,39,d40
354,User354,49,d10
355,User355,29,d30
356,User356,31,d40
357,User357,34,d30
358,User358,35,d30
359,User359,53,d30
360,User360,51,d10
361,User361,23,d20
362,User362,64,d20
363,User363,49,d40
364,User364,62,d20
365,User365,59,d40
366,User366,46,d40
367,User367,23,d10
368,User368,32,d30
369,User369,62,d40
370,User370,37,d20
371,User371,48,d30
372,User372,45,d30
373,User373,40,d30
374,User374,35,d40
375,User375,34,d30
376,User376,25,d20
377,User377,38,d20
378,User378,65,d10
379,User379,30,d20
380,User380,65,d20
381,User381,35,d40
382,User382,24,d30
383,User383,36,d20
384,User384,41,d20
385,User385,37,d20
386,User386,63,d10
387,User387,35,d20
388,User388,21,d10
389,User389,62,d30
390,User390,58,d20
391,User391,24,d40
392,User392,54,d10
393,User393,48,d30
394,User394,46,d40
395,User395,29,d30
396,User396,34,d10
397,User397,25,d40
398,User398,43,d10
399,User399,22,d40
400,User400,27,d10
401,User401,54,d20
402,User402,23,d30
403,User403,25,d20
404,User404,56,d40
405,User405,51,d20
406,User406,46,d40
407,User407,37,d40
408,User408,37,d40
409,User409,57,d10
410,User410,31,d10
411,User411,34,d20
412,User412,28,d10
413,User413,29,d20
414,User414,28,d10
415,User415,44,d10
416,User416,62,d40
417,User417,36,d40
418,User418,32,d10
419,User419,63,d30
420,User420,62,d30
421,User421,22,d40
422,User422,34,d20
423,User423,45,d20
424,User424,52,d10
425,User425,59,d20
426,User426,35,d20
427,User427,22,d20
428,User428,28,d10
429,User429,56,d30
430,User430,46,d30
431,User431,47,d10
432,User432,62,d30
433,User433,35,d40
434,User434,46,d40
435,User435,56,d10
436,User436,45,d10
437,User437,56,d30
438,User438,19,d30
439,User439,32,d10
440,User440,61,d10
441,User441,54,d30
442,User442,29,d10
443,User443,51,d40
444,User444,35,d40
445,User445,55,d20
446,User446,58,d40
447,User447,23,d40
448,User448,40,d40
449,User449,39,d40
450,User450,60,d30
451,User451,28,d10
452,User452,44,d30
453,User453,36,d40
454,User454,53,d40
455,User455,47,d10
456,User456,38,d10
457,User457,38,d30
458,User458,43,d10
459,User459,60,d10
460,User460,44,d40
461,User461,30,d10
462,User462,57,d30
463,User463,58,d40
464,User464,21,d40
465,User465,35,d20
466,User466,36,d20
467,User467,62,d40
468,User468,25,d40
469,User469,58,d10
470,User470,63,d20
471,User471,37,d20
472,User472,53,d10
473,User473,23,d40
474,User474,25,d20
475,User475,25,d40
476,User476,49,d20
477,User477,50,d30
478,User478,44,d30
479,User479,48,d40
480,User480,47,d20
481,User481,42,d20
482,User482,56,d20
483,User483,22,d20
484,User484,44,d30
485,User485,50,d30
486,User486,18,d30
487,User487,64,d30
488,User488,55,d30
489,User489,27,d40
490,User490,52,d40
491,User491,40,d40
492,User492,53,d30
493,User493,47,d40
494,User494,30,d30
495,User495,54,d20
496,User496,32,d40
497,User497,20,d40
498,User498,65,d30
499,User499,63,d40
500,User500,42,d40
501,User501,49,d20
502,User502,26,d10
503,User503,24,d30
504,User504,24,d40
505,User505,18,d40
506,User506,44,d20
507,User507,22,d20
508,User508,34,d40
509,User509,57,d30
510,User510,59,d40
511,User511,39,d10
512,User512,38,d40
513,User513,52,d40
514,User514,57,d10
515,User515,33,d10
516,User516,32,d30
517,User517,45,d10
518,User518,58,d10
519,User519,46,d10
520,User520,62,d20
521,User521,19,d30
522,User522,38,d10
523,User523,36,d10
524,User524,41,d30
525,User525,27,d40
526,User526,51,d20
527,User527,54,d40
528,User528,28,d20
529,User529,23,d20
530,User530,57,d40
531,User531,49,d20
532,User532,32,d20
533,User533,58,d40
534,User534,47,d30
535,User535,60,d30
536,User536,47,d10
537,User537,61,d30
538,User538,22,d20
539,User539,40,d40
540,User540,58,d30
541,User541,62,d40
542,User542,47,d30
543,User543,30,d30
544,User544,48,d40
545,User545,33,d10
546,User546,54,d40
547,User547,54,d30
548,User548,62,d30
549,User549,19,d30
550,User550,35,d40
551,User551,54,d10
552,User552,56,d10
553,User553,36,d40
554,User554,56,d20
555,User555,32,d30
556,User556,57,d20
557,User557,61,d30
558,User558,58,d20
559,User559,58,d10
560,User560,37,d10
561,User561,20,d40
562,User562,64,d30
563,User563,23,d20
564,User564,38,d30
565,User565,29,d40
566,User566,26,d20
567,User567,51,d30
568,User568,28,d30
569,User569,48,d30
570,User570,65,d30
571,User571,25,d30
572,User572,22,d40
573,User573,32,d20
574,User574,53,d40
575,User575,23,d30
576,User576,18,d40
577,User577,52,d30
578,User578,47,d10
579,User579,61,d30
580,User580,55,d30
581,User581,58,d40
582,User582,24,d30
583,User583,48,d20
584,User584,57,d10
585,User585,57,d30
586,User586,59,d20
587,User587,58,d10
588,User588,62,d40
589,User589,59,d30
590,User590,25,d40
591,User591,20,d20
592,User592,37,d10
593,User593,25,d40
594,User594,33,d10
595,User595,42,d20
596,User596,41,d40
597,User597,55,d40
598,User598,44,d20
599,User599,49,d10
600,User600,35,d40
601,User601,62,d10
602,User602,31,d30
603,User603,46,d40
604,User604,41,d20
605,User605,61,d10
606,User606,52,d30
607,User607,21,d30
608,User608,35,d40
609,User609,25,d20
610,User610,23,d40
611,User611,59,d20
612,User612,21,d10
613,User613,33,d30
614,User614,54,d20
615,User615,22,d20
616,User616,55,d20
617,User617,32,d20
618,User618,27,d30
619,User619,35,d10
620,User620,26,d20
621,User621,29,d30
622,User622,60,d10
623,User623,26,d10
624,User624,40,d10
625,User625,55,d20
626,User626,19,d30
627,User627,34,d20
628,User628,26,d10
629,User629,51,d40
630,User630,65,d10
631,User631,48,d10
632,User632,41,d40
633,User633,46,d10
634,User634,57,d20
635,User635,64,d10
636,User636,47,d30
637,User637,21,d10
638,User638,43,d40
639,User639,61,d40
640,User640,49,d10
641,User641,22,d40
642,User642,38,d10
643,User643,22,d20
644,User644,35,d20
645,User645,42,d30
646,User646,47,d30
647,User647,24,d40
648,User648,59,d10
649,User649,45,d20
650,User650,32,d40
651,User651,39,d40
652,User652,43,d40
653,User653,64,d40
654,User654,38,d10
655,User655,38,d40
656,User656,41,d30
657,User657,61,d20
658,User658,22,d40
659,User659,23,d10
660,User660,45,d10
661,User661,65,d10
662,User662,26,d30
663,User663,55,d10
664,User664,60,d30
665,User665,44,d10
666,User666,60,d30
667,User667,64,d40
668,User668,36,d10
669,User669,40,d30
670,User670,54,d10
671,User671,27,d20
672,User672,32,d40
673,User673,40,d10
674,User674,25,d30
675,User675,54,d30
676,User676,45,d20
677,User677,56,d10
678,User678,19,d30
679,User679,35,d20
680,User680,39,d30
681,User681,18,d30
682,User682,27,d20
683,User683,22,d40
684,User684,65,d20
685,User685,23,d10
686,User686,42,d20
687,User687,47,d40
688,User688,28,d30
689,User689,37,d30
690,User690,54,d30
691,User691,21,d10
692,User692,28,d20
693,User693,61,d10
694,User694,35,d10
695,User695,60,d40
696,User696,49,d40
697,User697,44,d40
698,User698,31,d30
699,User699,40,d10
700,User700,25,d40
701,User701,61,d30
702,User702,51,d40
703,User703,20,d30
704,User704,43,d20
705,User705,18,d10
706,User706,37,d20
707,User707,26,d20
708,User708,36,d30
709,User709,25,d30
710,User710,49,d10
711,User711,29,d40
712,User712,42,d20
713,User713,50,d20
714,User714,22,d30
715,User715,65,d40
716,User716,45,d10
717,User717,47,d10
718,User718,38,d10
719,User719,54,d40
720,User720,63,d40
721,User721,36,d40
722,User722,43,d10
723,User723,38,d10
724,User724,57,d20
725,User725,62,d40
726,User726,23,d30
727,User727,24,d40
728,User728,45,d20
729,User729,51,d40
730,User730,43,d10
731,User731,65,d30
732,User732,32,d30
733,User733,28,d30
734,User734,50,d10
735,User735,51,d10
736,User736,40,d20
737,User737,64,d30
738,User738,33,d20
739,User739,27,d10
740,User740,30,d30
741,User741,56,d20
742,User742,59,d20
743,User743,29,d10
744,User744,47,d40
745,User745,61,d40
746,User746,58,d30
747,User747,27,d30
748,User748,22,d40
749,User749,46,d40
750,User750,35,d30
751,User751,40,d10
752,User752,37,d10
753,User753,46,d40
754,User754,21,d10
755,User755,36,d30
756,User756,59,d10
757,User757,57,d10
758,User758,47,d40
759,User759,46,d10
760,User760,38,d20
761,User761,50,d40
762,User762,21,d20
763,User763,24,d40
764,User764,63,d30
765,User765,50,d10
766,User766,20,d20
767,User767,63,d20
768,User768,46,d40
769,User769,41,d20
770,User770,36,d30
771,User771,44,d40
772,User772,61,d30
773,User773,58,d10
774,User774,22,d30
775,User775,24,d30
776,User776,36,d40
777,User777,64,d30
778,User778,39,d20
779,User779,55,d10
780,User780,40,d20
781,User781,59,d30
782,User782,26,d40
783,User783,37,d10
784,User784,59,d40
785,User785,26,d30
786,User786,59,d10
787,User787,50,d40
788,User788,19,d30
789,User789,37,d30
790,User790,31,d20
791,User791,49,d30
792,User792,32,d20
793,User793,27,d20
794,User794,36,d10
795,User795,50,d10
796,User796,60,d10
797,User797,57,d30
798,User798,56,d20
799,User799,27,d40
800,User800,29,d20
801,User801,64,d20
802,User802,20,d40
803,User803,41,d40
804,User804,46,d20
805,User805,65,d30
806,User806,32,d40
807,User807,37,d20
808,User808,30,d40
809,User809,61,d30
810,User810,47,d40
811,User811,42,d30
812,User812,28,d40
813,User813,56,d20
814,User814,34,d20
815,User815,59,d10
816,User816,41,d40
817,User817,63,d10
818,User818,36,d10
819,User819,28,d10
820,User820,46,d30
821,User821,45,d20
822,User822,32,d10
823,User823,40,d40
824,User824,44,d10
825,User825,43,d10
826,User826,33,d30
827,User827,23,d40
828,User828,32,d30
829,User829,38,d10
830,User830,63,d10
831,User831,27,d30
832,User832,20,d20
833,User833,48,d30
834,User834,63,d20
835,User835,46,d40
836,User836,23,d10
837,User837,34,d10
838,User838,27,d20
839,User839,25,d40
840,User840,33,d30
841,User841,25,d30
842,User842,33,d10
843,User843,58,d40
844,User844,22,d40
845,User845,49,d10
846,User846,58,d10
847,User847,63,d20
848,User848,36,d20
849,User849,18,d40
850,User850,33,d30
851,User851,29,d40
852,User852,51,d10
853,User853,22,d30
854,User854,42,d10
855,User855,20,d40
856,User856,41,d40
857,User857,65,d30
858,User858,40,d10
859,User859,40,d10
860,User860,64,d20
861,User861,55,d10
862,User862,26,d30
863,User863,40,d10
864,User864,59,d30
865,User865,61,d20
866,User866,62,d40
867,User867,58,d40
868,User868,26,d20
869,User869,63,d10
870,User870,20,d40
871,User871,30,d30
872,User872,30,d10
873,User873,38,d10
874,User874,50,d30
875,User875,52,d40
876,User876,34,d40
877,User877,59,d10
878,User878,36,d20
879,User879,21,d30
880,User880,35,d30
881,User881,41,d10
882,User882,43,d40
883,User883,42,d40
884,User884,29,d30
885,User885,62,d40
886,User886,41,d40
887,User887,23,d30
888,User888,23,d40
889,User889,56,d40
890,User890,52,d20
891,User891,38,d30
892,User892,23,d10
893,User893,60,d30
894,User894,37,d30
895,User895,56,d40
896,User896,28,d40
897,User897,40,d40
898,User898,20,d40
899,User899,57,d30
900,User900,35,d40
901,User901,22,d10
902,User902,41,d40
903,User903,19,d20
904,User904,56,d20
905,User905,20,d40
906,User906,22,d20
907,User907,59,d20
908,User908,41,d30
909,User909,54,d40
910,User910,56,d10
911,User911,61,d20
912,User912,41,d40
913,User913,46,d30
914,User914,54,d10
915,User915,51,d20
916,User916,43,d30
917,User917,59,d30
918,User918,33,d30
919,User919,19,d10
920,User920,49,d20
921,User921,53,d40
922,User922,34,d10
923,User923,63,d30
924,User924,31,d40
925,User925,62,d30
926,User926,30,d40
927,User927,26,d10
928,User928,46,d10
929,User929,63,d20
930,User930,23,d40
931,User931,60,d30
932,User932,63,d30
933,User933,53,d10
934,User934,37,d30
935,User935,63,d20
936,User936,41,d20
937,User937,25,d20
938,User938,26,d20
939,User939,49,d20
940,User940,41,d10
941,User941,47,d30
942,User942,57,d20
943,User943,22,d10
944,User944,43,d30
945,User945,51,d40
946,User946,44,d40
947,User947,26,d10
948,User948,59,d30
949,User949,46,d10
950,User950,61,d40
951,User951,26,d30
952,User952,26,d20
953,User953,50,d40
954,User954,25,d10
955,User955,37,d20
956,User956,28,d20
957,User957,63,d30
958,User958,40,d20
959,User959,23,d30
960,User960,30,d30
961,User961,26,d30
962,User962,57,d30
963,User963,50,d10
964,User964,55,d20
965,User965,28,d20
966,User966,54,d30
967,User967,19,d10
968,User968,20,d10
969,User969,59,d30
970,User970,54,d20
971,User971,57,d40
972,User972,49,d10
973,User973,59,d30
974,User974,48,d30
975,User975,61,d20
976,User976,37,d40
977,User977,22,d40
978,User978,28,d10
979,User979,44,d40
980,User980,47,d40
981,User981,39,d20
982,User982,38,d20
983,User983,64,d30
984,User984,43,d30
985,User985,41,d20
986,User986,38,d10
987,User987,47,d20
988,User988,35,d10
989,User989,33,d40
990,User990,24,d20
991,User991,36,d10
992,User992,57,d40
993,User993,33,d40
994,User994,38,d20
995,User995,30,d30
996,User996,49,d20
997,User997,49,d40
998,User998,49,d30
999,User999,23,d10
1000,User1000,50,d40
1001,User1001,33,d40
1002,User1002,55,d20
1003,User1003,21,d30
1004,User1004,36,d10
1005,User1005,56,d40
1006,User1006,36,d40
1007,User1007,24,d10
1008,User1008,26,d40
1009,User1009,64,d30
1010,User1010,43,d30
1011,User1011,20,d30
1012,User1012,21,d40
1013,User1013,41,d20
1014,User1014,22,d30
1015,User1015,50,d40
1016,User1016,53,d40
1017,User1017,57,d30
1018,User1018,26,d10
1019,User1019,43,d10
1020,User1020,39,d30
1021,User1021,27,d30
1022,User1022,56,d20
1023,User1023,50,d40
1024,User1024,20,d10
1025,User1025,26,d10
1026,User1026,48,d30
1027,User1027,27,d40
1028,User1028,38,d20
1029,User1029,28,d30
1030,User1030,57,d40
1031,User1031,55,d30
1032,User1032,50,d30
1033,User1033,63,d40
1034,User1034,48,d30
1035,User1035,41,d10
1036,User1036,61,d30
1037,User1037,44,d10
1038,User1038,64,d30
1039,User1039,56,d10
1040,User1040,34,d40
1041,User1041,64,d20
1042,User1042,55,d10
1043,User1043,28,d40
1044,User1044,27,d40
1045,User1045,20,d20
1046,User1046,30,d10
1047,User1047,46,d10
1048,User1048,44,d30
1049,User1049,44,d20
1050,User1050,44,d20
1051,User1051,65,d40
1052,User1052,63,d10
1053,User1053,51,d20
1054,User1054,53,d20
1055,User1055,60,d30
1056,User1056,51,d40
1057,User1057,38,d40
1058,User1058,47,d20
1059,User1059,52,d30
1060,User1060,61,d30
1061,User1061,57,d30
1062,User1062,30,d40
1063,User1063,35,d20
1064,User1064,32,d30
1065,User1065,36,d30
1066,User1066,62,d20
1067,User1067,38,d40
1068,User1068,40,d40
1069,User1069,36,d30
1070,User1070,54,d10
1071,User1071,43,d40
1072,User1072,27,d30
1073,User1073,20,d30
1074,User1074,63,d30
1075,User1075,40,d10
1076,User1076,59,d40
1077,User1077,65,d30
1078,User1078,31,d40
1079,User1079,52,d20
1080,User1080,53,d30
1081,User1081,26,d30
1082,User1082,57,d10
1083,User1083,33,d20
1084,User1084,60,d10
1085,User1085,58,d20
1086,User1086,21,d20
1087,User1087,44,d10
1088,User1088,63,d30
1089,User1089,24,d40
1090,User1090,18,d20
1091,User1091,44,d20
1092,User1092,48,d40
1093,User1093,36,d20
1094,User1094,36,d30
1095,User1095,23,d10
1096,User1096,52,d20
1097,User1097,29,d10
1098,User1098,29,d40
1099,User1099,43,d10
1100,User1100,29,d40
1101,User1101,20,d30
1102,User1102,37,d10
1103,User1103,39,d10
1104,User1104,47,d30
1105,User1105,26,d40
1106,User1106,35,d40
1107,User1107,25,d20
1108,User1108,28,d30
1109,User1109,59,d40
1110,User1110,63,d30
1111,User1111,18,d20
1112,User1112,36,d30
1113,User1113,29,d20
1114,User1114,45,d40
1115,User1115,23,d30
1116,User1116,60,d40
1117,User1117,29,d10
1118,User1118,48,d20
1119,User1119,33,d30
1120,User1120,34,d10
1121,User1121,33,d40
1122,User1122,35,d40
1123,User1123,37,d30
1124,User1124,34,d10
1125,User1125,62,d30
1126,User1126,21,d20
1127,User1127,47,d10
1128,User1128,28,d30
1129,User1129,61,d40
1130,User1130,62,d30
1131,User1131,58,d10
1132,User1132,41,d30
1133,User1133,32,d20
1134,User1134,48,d20
1135,User1135,47,d20
1136,User1136,44,d30
1137,User1137,52,d40
1138,User1138,33,d20
1139,User1139,51,d10
1140,User1140,51,d40
1141,User1141,22,d30
1142,User1142,21,d10
1143,User1143,54,d20
1144,User1144,28,d20
1145,User1145,51,d30
1146,User1146,25,d40
1147,User1147,63,d20
1148,User1148,23,d40
1149,User1149,21,d40
1150,User1150,26,d40
1151,User1151,47,d40
1152,User1152,53,d10
1153,User1153,61,d40
1154,User1154,64,d30
1155,User1155,43,d10
1156,User1156,18,d30
1157,User1157,55,d20
1158,User1158,20,d10
1159,User1159,40,d40
1160,User1160,52,d10
1161,User1161,22,d10
1162,User1162,20,d40
1163,User1163,44,d30
1164,User1164,26,d20
1165,User1165,41,d40
1166,User1166,46,d40
1167,User1167,42,d40
1168,User1168,61,d10
1169,User1169,59,d20
1170,User1170,25,d30
1171,User1171,52,d20
1172,User1172,51,d40
1173,User1173,64,d20
1174,User1174,18,d20
1175,User1175,37,d10
1176,User1176,61,d40
1177,User1177,52,d40
1178,User1178,32,d40
1179,User1179,47,d20
1180,User1180,27,d30
1181,User1181,30,d30
1182,User1182,20,d10
1183,User1183,57,d40
1184,User1184,33,d10
1185,User1185,22,d20
1186,User1186,56,d10
1187,User1187,46,d10
1188,User1188,33,d10
1189,User1189,43,d10
1190,User1190,32,d40
1191,User1191,21,d20
1192,User1192,50,d20
1193,User1193,32,d30
1194,User1194,54,d30
1195,User1195,33,d30
1196,User1196,27,d30
1197,User1197,44,d20
1198,User1198,35,d30
1199,User1199,53,d10
1200,User1200,58,d20
1201,User1201,53,d40
1202,User1202,21,d40
1203,User1203,59,d30
1204,User1204,51,d40
1205,User1205,62,d30
1206,User1206,44,d40
1207,User1207,37,d20
1208,User1208,29,d40
1209,User1209,33,d40
1210,User1210,37,d20
1211,User1211,47,d20
1212,User1212,53,d10
1213,User1213,44,d40
1214,User1214,42,d20
1215,User1215,34,d20
1216,User1216,39,d20
1217,User1217,46,d10
1218,User1218,23,d30
1219,User1219,21,d20
1220,User1220,42,d30
1221,User1221,22,d10
1222,User1222,55,d20
1223,User1223,48,d20
1224,User1224,39,d20
1225,User1225,18,d30
1226,User1226,30,d20
1227,User1227,65,d10
1228,User1228,33,d40
1229,User1229,43,d20
1230,User1230,53,d20
1231,User1231,36,d30
1232,User1232,47,d40
1233,User1233,37,d30
1234,User1234,41,d30
1235,User1235,47,d40
1236,User1236,64,d10
1237,User1237,38,d40
1238,User1238,41,d20
1239,User1239,44,d30
1240,User1240,54,d10
1241,User1241,65,d20
1242,User1242,19,d20
1243,User1243,53,d30
1244,User1244,36,d40
1245,User1245,30,d20
1246,User1246,32,d30
1247,User1247,54,d40
1248,User1248,49,d20
1249,User1249,34,d30
1250,User1250,64,d40
1251,User1251,47,d40
1252,User1252,64,d20
1253,User1253,28,d30
1254,User1254,64,d20
1255,User1255,29,d40
1256,User1256,51,d10
1257,User1257,22,d10
1258,User1258,18,d10
1259,User1259,26,d40
1260,User1260,22,d20
1261,User1261,18,d20
1262,User1262,50,d20
1263,User1263,41,d40
1264,User1264,57,d10
1265,User1265,60,d40
1266,User1266,19,d40
1267,User1267,52,d10
1268,User1268,18,d40
1269,User1269,51,d10
1270,User1270,52,d30
1271,User1271,19,d30
1272,User1272,29,d40
1273,User1273,24,d10
1274,User1274,33,d20
1275,User1275,57,d20
1276,User1276,40,d30
1277,User1277,43,d30
1278,User1278,41,d10
1279,User1279,47,d40
1280,User1280,62,d20
1281,User1281,37,d20
1282,User1282,59,d10
1283,User1283,23,d10
1284,User1284,42,d40
1285,User1285,53,d40
1286,User1286,21,d40
1287,User1287,62,d10
1288,User1288,23,d20
1289,User1289,45,d40
1290,User1290,54,d30
1291,User1291,51,d10
1292,User1292,32,d10
1293,User1293,62,d20
1294,User1294,35,d40
1295,User1295,22,d10
1296,User1296,52,d30
1297,User1297,29,d10
1298,User1298,19,d30
1299,User1299,55,d20
1300,User1300,63,d20
1301,User1301,22,d40
1302,User1302,28,d30
1303,User1303,54,d20
1304,User1304,61,d40
1305,User1305,42,d30
1306,User1306,62,d20
1307,User1307,50,d10
1308,User1308,21,d30
1309,User1309,45,d10
1310,User1310,22,d20
1311,User1311,56,d30
1312,User1312,38,d40
1313,User1313,58,d10
1314,User1314,46,d30
1315,User1315,32,d40
1316,User1316,53,d30
1317,User1317,45,d40
1318,User1318,61,d20
1319,User1319,23,d40
1320,User1320,33,d30
1321,User1321,23,d10
1322,User1322,27,d30
1323,User1323,63,d40
1324,User1324,65,d20
1325,User1325,38,d40
1326,User1326,24,d30
1327,User1327,18,d10
1328,User1328,46,d30
1329,User1329,35,d30
1330,User1330,26,d10
1331,User1331,29,d10
